1522728981.091703000	0	316	1
1522728981.105365000	0.0136621	74	0
1522728981.126218000	0.0345151	140	0
1522728981.126220000	0.034517	104	0
1522728981.126280000	0.0345771	74	1
1522728981.126359000	0.034656	112	0
1522728981.126700000	0.034997	112	1
1522728981.180618000	0.0889151	74	0
1522728983.382511000	2.29081	188	1
1522728983.395600000	2.3039	74	0
1522728983.436256000	2.34455	234	0
1522728983.436365000	2.34466	332	0
1522728983.436368000	2.34467	112	0
1522728983.436393000	2.34469	74	1
1522728983.436733000	2.34503	112	1
1522728983.449459000	2.35776	74	0
1522728983.493779000	2.40208	188	1
1522728983.509159000	2.41746	74	0
1522728983.550822000	2.45912	148	0
1522728983.550923000	2.45922	317	0
1522728983.550926000	2.45922	112	0
1522728983.550947000	2.45924	74	1
1522728983.551363000	2.45966	112	1
1522728983.569534000	2.47783	74	0
1522728983.833589000	2.74189	189	1
1522728983.845971000	2.75427	74	0
1522728983.887036000	2.79533	148	0
1522728983.887128000	2.79543	368	0
1522728983.887130000	2.79543	112	0
1522728983.887150000	2.79545	74	1
1522728983.887527000	2.79582	112	1
1522728983.901044000	2.80934	74	0
1522728984.133745000	3.04204	191	1
1522728984.146691000	3.05499	74	0
1522728984.184324000	3.09262	147	0
1522728984.184430000	3.09273	363	0
1522728984.184432000	3.09273	112	0
1522728984.184452000	3.09275	74	1
1522728984.184851000	3.09315	112	1
1522728984.230517000	3.13881	192	1
1522728984.238460000	3.14676	74	0
1522728984.243022000	3.15132	74	0
1522728984.279271000	3.18757	148	0
1522728984.279359000	3.18766	322	0
1522728984.279361000	3.18766	112	0
1522728984.279382000	3.18768	74	1
1522728984.279761000	3.18806	112	1
1522728984.330484000	3.23878	193	1
1522728984.333366000	3.24166	74	0
1522728984.342871000	3.25117	74	0
1522728984.380131000	3.28843	171	0
1522728984.380226000	3.28852	291	0
1522728984.380229000	3.28853	104	0
1522728984.380230000	3.28853	112	0
1522728984.380249000	3.28855	74	1
1522728984.380613000	3.28891	112	1
1522728984.433694000	3.34199	74	0
1522728984.476359000	3.38466	195	1
1522728984.489120000	3.39742	74	0
1522728984.524197000	3.43249	147	0
1522728984.524303000	3.4326	318	0
1522728984.524305000	3.4326	104	0
1522728984.524326000	3.43262	74	1
1522728984.524597000	3.43289	112	0
1522728984.524789000	3.43309	112	1
1522728984.585114000	3.49341	74	0
1522728984.671836000	3.58013	196	1
1522728984.711351000	3.61965	74	0
1522728984.751854000	3.66015	148	0
1522728984.751933000	3.66023	308	0
1522728984.751935000	3.66023	112	0
1522728984.751963000	3.66026	74	1
1522728984.752263000	3.66056	112	1
1522728984.771461000	3.67976	74	0
1522728984.772657000	3.68095	196	1
1522728984.798233000	3.70653	74	0
1522728984.837127000	3.74542	147	0
1522728984.837228000	3.74553	325	0
1522728984.837231000	3.74553	112	0
1522728984.837254000	3.74555	74	1
1522728984.837675000	3.74597	112	1
1522728984.871295000	3.77959	198	1
1522728984.884082000	3.79238	74	0
1522728984.917183000	3.82548	147	0
1522728984.917268000	3.82557	365	0
1522728984.917289000	3.82559	74	1
1522728984.917366000	3.82566	112	0
1522728984.917659000	3.82596	112	1
1522728984.972120000	3.88042	74	0
1522728985.024959000	3.93326	199	1
1522728985.045088000	3.95339	74	0
1522728985.079776000	3.98807	147	0
1522728985.079878000	3.98818	364	0
1522728985.079895000	3.98819	74	1
1522728985.079975000	3.98827	112	0
1522728985.080283000	3.98858	112	1
1522728985.120835000	4.02913	201	1
1522728985.132192000	4.04049	74	0
1522728985.133986000	4.04228	74	0
1522728985.168164000	4.07646	144	0
1522728985.168251000	4.07655	334	0
1522728985.168253000	4.07655	104	0
1522728985.168271000	4.07657	74	1
1522728985.168336000	4.07663	112	0
1522728985.168634000	4.07693	112	1
1522728985.220776000	4.12907	202	1
1522728985.222617000	4.13091	74	0
1522728985.234763000	4.14306	74	0
1522728985.270169000	4.17847	144	0
1522728985.270807000	4.1791	332	0
1522728985.270809000	4.17911	112	0
1522728985.270829000	4.17913	74	1
1522728985.271159000	4.17946	112	1
1522728985.324316000	4.23261	74	0
1522728985.425627000	4.33392	202	1
1522728985.439344000	4.34764	74	0
1522728985.474440000	4.38274	167	0
1522728985.474521000	4.38282	302	0
1522728985.474523000	4.38282	104	0
1522728985.474525000	4.38282	112	0
1522728985.474541000	4.38284	74	1
1522728985.474906000	4.3832	112	1
1522728985.516910000	4.42521	204	1
1522728985.531454000	4.43975	74	0
1522728985.566329000	4.47463	148	0
1522728985.566415000	4.47471	333	0
1522728985.566418000	4.47471	112	0
1522728985.566436000	4.47473	74	1
1522728985.566769000	4.47507	112	1
1522728985.617094000	4.52539	205	1
1522728985.619452000	4.52775	74	0
1522728985.629657000	4.53795	74	0
1522728985.665858000	4.57416	144	0
1522728985.665946000	4.57424	318	0
1522728985.665967000	4.57426	74	1
1522728985.666350000	4.57465	104	0
1522728985.666441000	4.57474	112	0
1522728985.666453000	4.57475	74	1
1522728985.667142000	4.57544	112	1
1522728985.721204000	4.6295	74	0
1522728985.937913000	4.84621	207	1
1522728985.950381000	4.85868	74	0
1522728985.986355000	4.89465	147	0
1522728985.986357000	4.89465	313	0
1522728985.986404000	4.8947	74	1
1522728985.986732000	4.89503	104	0
1522728985.986805000	4.8951	112	0
1522728985.986817000	4.89511	74	1
1522728985.986955000	4.89525	112	1
1522728985.988247000	4.89654	208	1
1522728986.006316000	4.91461	74	0
1522728986.046604000	4.9549	147	0
1522728986.046702000	4.955	347	0
1522728986.046705000	4.955	112	0
1522728986.046725000	4.95502	74	1
1522728986.047108000	4.9554	112	1
1522728986.100023000	5.00832	74	0
1522728986.340500000	5.2488	208	1
1522728986.353447000	5.26174	74	0
1522728986.393710000	5.30201	167	0
1522728986.393713000	5.30201	348	0
1522728986.393756000	5.30205	74	1
1522728986.393836000	5.30213	112	0
1522728986.394196000	5.30249	112	1
1522728986.406460000	5.31476	74	0
1522728986.439108000	5.3474	209	1
1522728986.489688000	5.39798	74	0
1522728986.531157000	5.43945	144	0
1522728986.531249000	5.43955	318	0
1522728986.531252000	5.43955	104	0
1522728986.531276000	5.43957	74	1
1522728986.531925000	5.44022	112	0
1522728986.532543000	5.44084	112	1
1522728986.550144000	5.45844	74	0
1522728986.564790000	5.47309	211	1
1522728986.610694000	5.51899	74	0
1522728986.647532000	5.55583	144	0
1522728986.647534000	5.55583	318	0
1522728986.647575000	5.55587	74	1
1522728986.647658000	5.55596	104	0
1522728986.647660000	5.55596	112	0
1522728986.647686000	5.55598	74	1
1522728986.648041000	5.55634	112	1
1522728986.677600000	5.5859	86	1
1522728986.748085000	5.65638	74	0
1522728986.903378000	5.81168	212	1
1522728986.927333000	5.83563	213	1
1522728986.927371000	5.83567	108	1
1522728986.957584000	5.86588	74	0
1522728986.957586000	5.86588	74	0
1522728986.959640000	5.86794	74	0
1522728986.996163000	5.90446	147	0
1522728986.996256000	5.90455	337	0
1522728986.996257000	5.90455	112	0
1522728986.996277000	5.90457	74	1
1522728986.996641000	5.90494	112	1
1522728987.025806000	5.9341	86	1
1522728987.086283000	5.99458	74	0
1522728987.249608000	6.15791	214	1
1522728987.269832000	6.17813	74	0
1522728987.304869000	6.21317	147	0
1522728987.304989000	6.21329	308	0
1522728987.305005000	6.2133	74	1
1522728987.305855000	6.21415	104	0
1522728987.305946000	6.21424	112	0
1522728987.305958000	6.21426	74	1
1522728987.306297000	6.21459	112	1
1522728987.343707000	6.252	214	1
1522728987.381294000	6.28959	74	0
1522728987.382432000	6.29073	74	0
1522728987.418492000	6.32679	167	0
1522728987.418877000	6.32717	307	0
1522728987.418893000	6.32719	74	1
1522728987.419714000	6.32801	104	0
1522728987.419786000	6.32808	112	0
1522728987.419801000	6.3281	74	1
1522728987.420151000	6.32845	112	1
1522728987.452034000	6.36033	86	1
1522728987.503066000	6.41136	74	0
1522728987.569005000	6.4773	215	1
1522728987.634928000	6.54323	74	0
1522728987.681695000	6.58999	144	0
1522728987.681796000	6.59009	337	0
1522728987.681798000	6.5901	112	0
1522728987.681819000	6.59012	74	1
1522728987.682220000	6.59052	112	1
1522728987.694918000	6.60321	74	0
1522728987.916675000	6.82497	217	1
1522728987.935210000	6.84351	74	0
1522728987.973419000	6.88172	144	0
1522728987.973422000	6.88172	337	0
1522728987.973424000	6.88172	112	0
1522728987.973469000	6.88177	74	1
1522728987.973971000	6.88227	112	1
1522728988.027326000	6.93562	74	0
1522728988.252477000	7.16077	218	1
1522728988.268613000	7.17691	74	0
1522728988.307774000	7.21607	144	0
1522728988.307874000	7.21617	337	0
1522728988.307876000	7.21617	112	0
1522728988.307901000	7.2162	74	1
1522728988.308306000	7.2166	112	1
1522728988.360415000	7.26871	74	0
1522728988.415284000	7.32358	218	1
1522728988.428210000	7.33651	74	0
1522728988.465068000	7.37337	167	0
1522728988.465159000	7.37346	337	0
1522728988.465160000	7.37346	112	0
1522728988.465176000	7.37347	74	1
1522728988.465562000	7.37386	112	1
1522728988.519064000	7.42736	74	0
1522728988.670801000	7.5791	219	1
1522728988.683203000	7.5915	74	0
1522728988.719085000	7.62738	147	0
1522728988.719752000	7.62805	306	0
1522728988.719754000	7.62805	104	0
1522728988.719773000	7.62807	74	1
1522728988.719839000	7.62814	112	0
1522728988.720450000	7.62875	112	1
1522728988.761795000	7.67009	198	1
